ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
2D1EFE1C-912B-462B-8F29-0ECA4E76081D,MS000421,Museum Lambung Mangkurat,0,"Jl. Jend. A. Yani  Km, 36,5",-,Banjarbaru Utara,Kota Banjarbaru,Prop. Kalimantan Selatan,-3.4394910,114.8475850,12017,-,"DEPDIKBUD (smp. th. 2002), MENBUDPAR (smp th.2005), 1999/2000 dibawah PEMDA",Umum,B,1979,-,0,-
D0100EA4-E303-4431-A2F6-9132B69AA4B8,MS000528,Museum PDAM Intan Banjar,,Jl. Comet Raya,Loktabat Utara,Kec. Banjarbaru Utara,Kota Banjarbaru,Prov. Kalimantan Selatan,.0000000,.0000000,,-,,,,,,,
