ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
5A553F22-D139-4F8D-A2A4-C356DE2B9C6E,MS000107,Museum Nangguor Pidie,,Jl. Teuku Cik Ditiro,-,Kota Sigli,Kab. Pidie,Aceh,5.3797390,95.9546850,,,,,-,,,,
