ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
CFDCA31F-68E5-44B5-8CB7-2B4FB6D49951,MS000019,Museum Dr. A.K. Gani,,"Jl. Mp. Mangkunegara No. 1, Rt.01, Sukamaju Sako",-,Sako,Kota Palembang,Sumatera Selatan,-2.9441770,104.7653870,,YAYASAN H.J.R.A MASTURAH A.K. GANI,Yayasan H.J.R.A Masturah A.K. Gani,Khusus,-,2006,Lama,,
65849FEA-5CD8-4B03-B0C5-D5EF91240A68,MS000123,Museum Negeri Sumatera Selatan,,"Jl. Sriwijaya 1  Km. 5,5,  No. 288",-,Sukarami,Kota Palembang,Sumatera Selatan,-2.9508390,104.7304520,,PEMERINTAH DAERAH,PEMERINTAH DAERAH,Umum,A,1984,Baru,,
71A0C544-8CA7-4304-97D0-53872280C252,MS000042,Museum Sriwijaya,,"Jalan Syakhyakirti, Kelurahan Karanganyar",-,Gandus,Kota Palembang,Sumatera Selatan,-3.0189580,104.7292250,500,PEMERINTAH DAERAH,Dinas Kebudayaan dan Pariwisata Provinsi,Khusus,B,1994,Baru,600,
A587305F-575B-4E46-8B26-FD2643937BE4,MS000147,Museum Sultan Mahmud Badaruddin II Palembang,,Jl. Sultan Mahmud Badaruddin II No. 2,19 Ilir,Ilir Barat I,Kota Palembang,Sumatera Selatan,-2.9903400,104.7611340,,PEMERINTAH DAERAH,Dinas Kebudayaan dan Pariwisata Kab/Kota,Umum,C,,Lama,,
