ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
625ACFCD-162E-4F38-B806-FAA973322D22,MS000283,Museum Daerah Kambang Putih,0,"Jl. Kartini No. 3, Kompleks Pendopo Krida Manunggal",-,Tuban,Kab. Tuban,Prop. Jawa Timur,-6.8960610,112.0642470,0,-,Dinas Pendidikan Pemuda dan Olahraga Kabupaten Tuban,Umum,-,0,-,0,-
BC308FC8-D7E3-4C6A-BD96-10F1B3ABD8FE,MS000500,Museum Kambang Putih,,Jl. Kartini No. 3,Desa Kutorejo,Kec. Tuban,Kab. Tuban,Prov. Jawa Timur,.0000000,.0000000,,-,,,,,,,
