ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
B4561470-0120-49C8-8B7B-9EB3B0EECDC8,MS000092,Museum Benteng Heritage,,"Jl Cilame No 20, kawasan Pasar Lama",-,Tangerang,Kota Tangerang,Banten,-6.1786880,106.6296960,,,PEMERINTAH DAERAH,,A,,Lama,,
16290120-95B9-41BD-A80E-0053B1C45472,MS000001,Museum Pelita Harapan,,"Menara Matahari lantai 3 Jl. Boulevard Palem Raya No. 7, Lippo Village",-,Karawaci,Kota Tangerang,Banten,-6.2398540,106.6069120,880,,SWASTA,Khusus,-,,,,
B42D3EBD-B7BC-4889-853E-C9FC53FDCFAF,MS000112,Museum Sepeda Pramuka Keliling Dunia,,Tangerang,-,Tangerang,Kota Tangerang,Banten,-6.1533230,106.1594440,,,Swasta,,-,,,,
