ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
712EECCB-2C95-451A-A8F4-82C6F09C2C43,MS000069,Museum Goedang Ransoem ,,Jl. Abdul Rahman Hakim,Air Dingin,Lembah Segar,Kota Sawah Lunto,Sumatera Barat,-.6790200,100.7807940,,PEMERINTAH DAERAH,PEMERINTAH KOTA,Umum,B,2005,Lama,2300,
5A9A3F4B-31F3-4659-B8DA-5829E119B473,MS000046,Museum Kereta Api Sawah Lunto,,"Jl. Kampung Teleng, Pasar, Lembah Segar, Sawahlunto",-,Lembah Segar,Kota Sawah Lunto,Sumatera Barat,-.6829520,100.7770240,106,PEMERINTAH DAERAH,PEMERINTAH KOTA,Khusus,B,2005,Lama,,
23BFE6A2-44B2-4472-A9F5-95CD4C12A733,MS000084,Museum Situs Lubang Tambang Mbah Soero,,"Jl. Muhammad Yazid,Tangsi Bau",-,Lembah Segar,Kota Sawah Lunto,Sumatera Barat,-.6975500,100.7604070,,PEMERINTAH DAERAH,PEMERINTAH KOTA,Khusus,B,2008,Lama,,
70C6C323-D685-4604-874A-CDB999468BFF,MS000115,Museum Tambang Batu Bara Ombilin (Pusat Dokumentasi dan Arsip PT.BA-UPO) ,,"Jl. M. Yamin, Pasar Remaja Sawahlunto",-,Lembah Segar,Kota Sawah Lunto,Sumatera Barat,-.6823370,100.7774950,179,PEMERINTAH DAERAH,PEMERINTAH KABUPATEN,Khusus,C,2014,Lama,,
