ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
5B6BC43E-7C48-474F-906B-CE544B26FC6F,MS000116,Museum Negeri Bengkulu,,"Jl. Pembangunan No.8, Padang Harapan",-,Gading Cempaka,Kota Bengkulu,Bengkulu,-3.8156620,102.2875890,5837,PEMERINTAH DAERAH,PEMERINTAH DAERAH,Umum,A,1980,Baru,9974,
81E0B256-005F-4223-8334-36C39E5CDF48,MS000023,Museum Rumah Bung Karno,,Jl. Soekarno Hatta – Bengkulu. Pasar Anggust Atas,-,Gading Cempaka,Kota Bengkulu,Bengkulu,-3.7989870,102.2612630,,PEMERINTAH DAERAH,PEMERINTAH DAERAH,Khusus,-,,Lama,162,
F5118BE4-5A64-4439-A577-D7BE89486227,MS000368,Museum Situs Bung Karno ,0,Jl. Perwira,-,Gading Cempaka,Kota Bengkulu,Prop. Bengkulu,-8.8511880,121.6565040,0,-,PEMDA,Khusus,-,0,-,0,-
