ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
F3F03D43-7F49-4836-9F6A-5ECD731D4331,MS000201,Museum Bank Rakyat Indonesia,0,Jl. Jend. Sudirman No.27,-,Banyumas,Kab. Banyumas,Prop. Jawa Tengah,-7.4239700,109.2254300,0,-,BUMN,Khusus,B,0,-,0,-
224F0A23-A6F5-4F09-9AF6-F0F7A0D29A7C,MS000229,Museum Ki Diso,0,Jl. Dr. Angka 17,-,Purwokerto Timur,Kab. Banyumas,Prop. Jawa Tengah,-7.4163360,109.2322490,0,-,-,-,-,0,-,0,-
800ECA49-7F73-43AC-99DC-226F74762800,MS000473,Museum Naladipa Dermaji,,Dermaji,Dermaji,Kec. Lumbir,Kab. Banyumas,Prov. Jawa Tengah,.0000000,.0000000,,-,,,,,,,
4228686B-8366-49E8-9534-24BAD11D1DB0,MS000197,Museum Wayang Banyumas,0,Jl. Gatot Subroto No.1,-,Banyumas,Kab. Banyumas,Prop. Jawa Tengah,-7.5137910,109.2960010,0,-,PEMKOT,Khusus,-,0,-,0,-
