ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
19D06F43-C864-4A94-8F1D-88A651E1E03C,MS000379,Museum Perkabaran Injil di Mansinam,0,Pulau Mansinam,-,Manokwari Timur,Kab. Manokwari,Prop. Papua Barat,-.8909960,134.0925020,0,-,-,-,-,0,-,0,-
