ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
4323FE97-D19E-4AB4-9F22-0A5ABEBA7D70,MS000181,Herbarium Bogoriensi Museum,0," Jl. Ir. H. Juanda 22",-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.5990800,106.7937480,950000,-,Lembaga Ilmu Pengetahuan Indonesia (LIPI) ,-,-,1982,Lama,48000,-
06CD4CC9-400B-4D09-9647-9ADBABC4242C,MS000164,Monumen & Museum Peta,0,Jl. Jend. Sudirman  No. 35,-,Tanah Sereal,Kota Bogor,Prop. Jawa Barat,-6.5859190,106.7970280,0,-,ABRI,Khusus,B,1995,-,0,-
F77687C0-B742-40E0-8184-091E7369EC11,MS000160,Museum Etnobotani Indonesia,0,Jl. Ir. H. Juanda No. 22 – 24,-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.5988510,106.7938650,3700,-,LIPI,Khusus,C,1982,-,0,-
1893CFDD-405C-42CD-A1EE-F94457B01E8F,MS000165,Museum Kepresidenan Republik Indonesia Balai Kirti ,0,Kompleks Istana Kepresidenan Bogor Jl. Ir. H. Djuanda No.1,-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.5980520,106.7956970,0,-,Kemendikbud,Khusus,-,2014,Baru,3211,-
06490A92-B4A9-4DEA-BD6D-CF2B20C1D313,MS000152,Museum Perjuangan Bogor,0,Jl. Merdeka No.56,-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.5930400,106.7881250,0,-,ABRI,Khusus,B,0,Lama,0,-
3F8EBC82-DA1C-4B7B-AE57-F05BB450F018,MS000159,Museum Tanah,0,Jl. Ir. H. Juanda  No. 98,-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.6035750,106.7977480,0,-,LIPI,Khusus,C,1988,-,0,-
78070390-12E7-4794-903A-7B40F7A76FE8,MS000158,Museum Zoologi Bogor,0,Jl. Ir. H. Juanda No. 9 ,-,Kota Bogor Tengah,Kota Bogor,Prop. Jawa Barat,-6.6036200,106.7969380,2000,-,TNI AU,Khusus,B,0,-,0,-
