ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
12222853-763C-40CD-8179-E7111D83BFF5,MS000133,"Museum  Perjuangan TNI  Kodam I,  Bukit Barisan ",,Jl. M. Zainul Arifin No.8,-,Medan Petisah,Kota Medan,Sumatera Utara,3.5825340,98.6699620,,TNI,TNI,Khusus,B,1996,Lama,,
1624A1DC-A550-43EA-94D1-376E08444D02,MS000026,Museum Juang 45 Sumatera Utara  ,,Jl. Pemuda No. 17,-,Medan Baru,Kota Medan,Sumatera Utara,3.5818830,98.6822950,,,,,-,,Lama,,
6FFAD6E4-A31F-456B-BAEB-E948C3934AED,MS000135,Museum Negeri Provinsi Sumatera Utara,,"Jl. H.M. Joni No.51, Pasar merah",-,Medan Kota,Kota Medan,Sumatera Utara,3.5681560,98.6963290,7036,PEMERINTAH DAERAH,PEMERINTAH DAERAH,Umum,A,1982,Baru,10458,
39ECE13D-1655-49E4-879E-365457D3D243,MS000436,Museum Perkebunan Indonesia,,"Jl. Brigjen Katamso No. 53, Kp. Baru",-,Kec. Medan Maimun,Kota Medan,Prov. Sumatera Utara,.0000000,.0000000,,-,,,,,,,
3018DE8F-A9D2-48AD-AA7D-D10F67FEAE28,MS000438,Museum Situs Kota Cina,,Jl. Kota Cina,Paya Pasir,Kec. Medan Marelan,Kota Medan,Prov. Sumatera Utara,.0000000,.0000000,,-,,,,,,,
DE51A585-C474-4DB2-9015-3C83EA4A91AB,MS000028,Rahmat International Wildlife Museum & Gallery ,,Jl. Letjen S.Parman No. 309,-,Medan Barat,Kota Medan,Sumatera Utara,3.5791820,98.6675490,2000,SWASTA,SWASTA,Khusus,A,1999,Baru,2970,
A05303F8-35C2-45A7-954E-AF90E3459C23,MS000439,Raz Collection Museum & Gallery,,Jl. DR. Mansyur No.162,Tj. Rejo,Kec. Medan Sunggal,Kota Medan,Prov. Sumatera Utara,.0000000,.0000000,,-,,,,,,,
