ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
B85A2793-3184-4DDB-937E-43D1C3B9F01F,MS000491,Museum Boemi Poeger,,"RT. 05 RW.06, Dusun Krajan",Desa Kencong,Kec. Kencong,Kab. Jember,Prov. Jawa Timur,.0000000,.0000000,,-,,,,,,,
17B08211-B3B7-4072-B6D8-14A599A14CF2,MS000498,Museum Huruf Jember,,Jl. Bengawan Solo No.27,Tegal Boto Lor,Kec. Sumbersari,Kab. Jember,Prov. Jawa Timur,.0000000,.0000000,,-,,,,,,,
BAD6BCFD-6583-4674-963F-058E2FBC1759,MS000503,Museum Lembaga Tembakau Jember,,Jl. Kalimantan No.1,Krajan Timur,Kec. Sumbersari,Kab. Jember,Prov. Jawa Timur,.0000000,.0000000,,-,,,,,,,
