ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
1A9B9BD1-4862-48BC-A994-C894F346BF12,MS000111,Museum Kota Tanjungpinang Sultan Sulaiman Badrul Alamsyah,,Jl. Ketapang no.2,-,Tanjung Pinang Barat,Kota Tanjungpinang,Kepulauan Riau,.9292680,104.4439700,600,PEMERINTAH DAERAH,PEMERINTAH KOTA,Umum,-,2009,Lama,,
