ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
218B3D07-58BF-4946-90C3-9FFEC3B6B58D,MS000093,Museum Menara Gentala Arasy,,Jembatan Pedestrian Sungai Batang Hari,-,Danau Teluk,Kota Jambi,Jambi,-1.5851170,103.6142380,,PEMERINTAH DAERAH,Dinas Kebudayaan dan Pariwisata Provinsi,Umum,-,2014,BAru,,
749A2127-13DC-4D0B-A83B-FE5E392AC79D,MS000148,Museum Perjuangan Rakyat Jambi,,"Jl. Sultan Agung No.12, Lapangan Banteng",-,Telanai Pura,Kota Jambi,Jambi,-1.5962630,103.6068650,,PEMERINTAH DAERAH,Dinas Kebudayaan dan Pariwisata Provinsi,Khusus,B,1997,Baru,,
B4F61E82-378F-44C5-BD24-EBDDBE7B964F,MS000138,Museum Siginjei,,Jl. Urip Sumoharjo No.1,-,Telanai Pura,Kota Jambi,Jambi,-1.6099090,103.5923990,,PEMERINTAH DAERAH,PEMERINTAH PROVINSI,Umum,A,1988,Baru,,
