ID,Kode,Nama,Sdm,Alamat,Kelurahan,Kecamatan,Kabupaten,Propinsi,Lintang,Bujur,Koleksi,Sumber,Pengelola,Tipe,Standar,Tahun,Bangunan,Luas,Pemilik
CCDA2CF7-64F6-4BBF-A5F1-F1C20429CED9,MS000291,menjadi Museum Anjuk Ladang,0,Jl. Pramuka No. 1,-,Nganjuk,Kab. Nganjuk,Prop. Jawa Timur,-7.5930120,111.8938320,0,-,PEMDA,Khusus,-,0,-,0,-
5AFE2F16-53C8-4015-BDD5-BD84198D5A15,MS000490,Monumen dan Museum Dr. Soetomo,,"Sono, Ngepeh",-,Kec. Loceret,Kab. Nganjuk,Prov. Jawa Timur,.0000000,.0000000,,-,,,,,,,
FFDBDAE5-DF7B-44F3-A283-77153ACDBEC3,MS000298,Museum Anjuk Ladang,0,Jl. Gatot Subroto,-,Nganjuk,Kab. Nganjuk,Prop. Jawa Timur,-7.5932110,111.8938940,0,-,PEMKAB,Khusus,-,0,-,0,-
